entry,text,tagger,policy
7293,"I am a XXXX military Veteran trying to open an account with Navy Federal Credit Union. As per their email I received they requested identifying documents, which, as per their email, was sent to them. Every document, except my state drivers license, was not accepted, even though every document sent to them was in the list in the email from their Security Operations section! I sent my most recent Federal tax return ( not accepted ) ; my XXXX rental verification document ( not accepted ) ; etc. I called and the customer service agent said even though the documents requested were in the credit union 's emails to me - they were not accepted! He could not explain why they would ask for said documents and then reject them. I have included their original email asking for the documents in question : Thank you for sending in your requested document needed ; however, the driver 's license attached is too small for us to accept ( Send a larger photo ). In addition, the proof of address was not accepted ( Full document from list below ). Please resend your full and clear copy of your government issued photo ID and a different proof of address than attached that you used to open your account from the list below. You may send a clearer copy via email to XXXXXXXXXXXX.  Acceptable Primary IDs Driver 's License XXXX Citizen ID card Passport Permanent Resident Alien card Acceptable Proof of Addresses Voter 's Registration Card Paystub within the past 2 months Vehicle Registration Insurance Documents Bank Statement within the past 2 months Local/State/Federal tax documents Utility Bill within the last 2 months ( water, gas, electric, trash ) IRS XXXX from the most recent year Security Operations Navy Federal Credit Union XXXX XXXX ) XXXX ",flanagak@purdue.edu,1
7294,"I was talked into opening a bank account af after declining several times. The rep stated that if I opened a checking account I would receive a safe deposit box for as long as I had my checking account. I received a notice several days ago that next month I would need to pay for the box.  They never said why, they just sent me a bill. I went into the branch and closed my account because it was unfair to do this. Bof A just decided all of sudden to discontinue the benefit and then charged me for the safe deposit box. I feel that this is unfair practices and they should be held accountable. If I received this, I should have been told that BofA could cancel it at any time. How do they have the authority to take things away from people and change things at a moments notice. If there is anything that can be done or any other agency that I can file a complaint with, please let me know.  I feel this is very unfair to those who received this promotion. It is quite disturbing how the reps pressure the customer and tell them anything to get them to sign up, then once the customer has signed up to fulfill the purpose of BofA or satisfy their needs then it is taken away or they change the rules again when BofA want to benefit from the customer again. This is unfair. ",zhan2016@purdue.edu,1
7301,XX/XX/XXXX I signed up for a Citigold checking account from Citi Bank under a promotional offer of XXXX XXXX XXXX miles. XX/XX/XXXX I sent a secure message to confirm that I met all the promotional requirements for the sign up bonus of XXXX XXXX XXXX miles. A Citi Bank representative XX/XX/XXXX confirmed that I had met all the promotional requirements and should receive the XXXX XXXX miles by XX/XX/XXXX. To this day I still have not received the sign up bonus of XXXX miles from Citi bank. After my first call to Citi Bank XX/XX/XXXX asking why my miles had n't posted they said they would open an investigation. Which they did and I received a letter from Citi Bank stating that in their own investigation they concluded that I had met all promotional requirements and was eligible to receive the XXXX miles. The letter also said all I had to do was call in and add my XXXX XXXX Frequent Flyer number to my Citigold account in order to receive the miles. I have now called in three times to add my frequent flyer number and still have n't received my promotional sign up bonus of XXXX miles. This is extremely annoying since I signed up under the terms of this bonus and now Citi is going back on their offer. It is a complete scam or Citi is just completely inept. ,liu1417@purdue.edu,1
7302,"I signed up for a Citi Gold account online and entered a promotion code where I would receive XXXX Thank You points after completing bill payments in two consecutive months. I received verification during the online application process that I was eligible for the bonus. A few days after applying online, in a follow up phone call while speaking to a Citi representative, the person specifically stated I was eligible for the promotion. This lead me to finalize the application and agree to open this premium account. I 've since completed the requirements to receive the bonus and paid monthly fees associated with the account. A follow up phone call with a representative confirmed that the previously stated requirements were met. However, when the promised points were not added to my account, I again placed a call where a representative and his superior denied my eligibility for the reason being that I already had a different existing non-fee account opened. I believe Citibank is behaving on unethical business practices by not fulfilling their end of a business agreement and purposefully and/or negligently misleading customers. ",krohn@purdue.edu,1
7304,"I want to call attention to what I consider to be a load of XXXX. Currently, my checking account shows a direct deposit from my employer on XXXX XXXX ( today being XXXX XXXX ). Normally, I would not think anything of this, however it shows that amount as being available now.   The last time this happened, I took Citizens Bank at their word, and operated under the belief that my money was mine to use. They proceeded to hit me with {$100.00} in overdraft fees - for using money that they told me ( via their website ) was available. Out of the kindness of their collective heart, they refunded {$35.00} when I complained.   Now I see the same thing happening. However, I 'm smarter this time. I consider this practice to be deceptive and predatory. They 're dangling the carrot out in front of me, waiting for me to take a bite so they can charge me a bunch of fees. How is this even legal?   As a XXXX Bank customer, I demand an explanation for this wolfish practice. If there is no resolution, my wife and I will be taking our business elsewhere. I attempted to submit this message through XXXX Bank 's secure message site, but it was rejected for  exceeding the limits ''. ",afrances@purdue.edu,0
7305,"In XX/XX/XXXX, I opened a Citigold checking account with an offer stating I would receive XXXX Thank You points ( worth approx. {$500.00} ) after meeting certain criteria. I then met those criteria, confirmed with a Citi representative that I had met the criteria, and was told to expect the XXXX Thank You points to be deposited into my account within 3 statement periods of meeting the requirements ( which was completed in XX/XX/XXXX ). I expected the points to post by XX/XX/XXXX.   Since signing up for the account, I was charged XXXX monthly service fees of {$30.00} each. Now, after confirming this promotion was applied to my account, confirming that I had met the requirements, and confirming that the points would be deposited XX/XX/XXXX, Citi has pulled a bait and switch, and saying that I am not targeted for the offer even after confirming that I am. Now I have {$90.00} of fees and I will not be getting {$500.00} worth of Thank You points. I 'm not alone. Hundreds of people are in the same situation as me. I 've done google searches and found forums full of people having this problem. Apparently I have to uphold my end of the terms and conditions by paying a monthly service fee, but Citi does n't have to uphold theirs.   Citi did an investigation into the matter, and said that I am not eligible for an XXXX XXXX advantage promotion, which is not the promotion I signed up for. Citi 's Customer Service department has been professional ( at best ), and ignorant ( at worst ) about their own policies. Their IT and account management department is clearly not capable of tracking what promotional offers their new account holders sign up with, let alone be able to answer the questions they ask when following up. ",cthieme@purdue.edu,1
7314,"On XXXX XXXX, 2016, I opened a PNC Virtual Wallet account pursuant to PNC 's promotion of a {$300.00} bonus for meeting these requirements within 60 days : 1 ) establish a direct deposit totaling {$5000.00} per month ; and 2 ) make an online bill payment. I satisfied these requirements by establishing a $ XXXX monthly direct deposit on XXXX XXXX, and making a bill payment on XXXX XXXX. After 90 days, the bonus had still not posted to my account. After considerable run-around by PNC via its  Secure Message Center, '' with no explanation as to why the bonus still had not posted, escalation representative XXXX XXXX informed me that her escalation manager had concluded ( without informing me ) that the bonus had not posted because I had not made debit card transactions. She admitted that was NOT part of the promotion applicable to my account. She said she would look into this further, and communicate with me by telephone. I reiterated, as I had emphasized to her escalation manager, that I prefer communication by email or PNC 's Secure Message Center. She said those options are not possible, despite the fact that communication to date about my dispute had in fact been via email and the PNC 's Secure Message Center. She said electronic communication is not  secure '' enough. Surprised, I asked,  so PNC 's Secure Message Center is not actually secure? '' All she could say was escalation reps are not allowed to communicate in writing. PNC clearly does not want any written record of the errors it is making on my account and false promises it makes to consumers, and it continues to drag its feet on posting the promotional bonus that indisputably applies. This appears to be PNC 's pattern and practice, and PNC appears to be waiting for me to submit a complaint to the CFPB before correcting my account. Thank goodness for CFPB and its Complaint Portal, but PNC should not get to evade scrutiny by simply correcting their errors once individual consumers complain. This foot-dragging practice allows the bank to hold consumers ' money and profit from the interest  float, '' when the funds should already be in consumer 's accounts, earning interest for the consumer, not PNC. Please help. ",mxuan@purdue.edu,1
7329,"I spoke to the bank about geting some fees waived on my account, I spoke to someone over a chat and they had a manager call me. The manager advised me that he would be able to help me, and that he would make sure my account would decline every transaction moving forward if my account was overdrawn. None of what this individual told me happened. This occurred on XXXX/XXXX/XXXX. Back in XXXX XXXX I was given wrong information by both a branch manager and a customer service manager. I was unable to pay rent and was forced to sleep in my car due to the incorrect information provided, I was also advised all my fees would be waived in light of the  miscommunication '' That did NOT happen. Every time i contact the bank I am talked down to, disrespected, not treated with dignity and lied to. ",krohn@purdue.edu,1
7332,My card was lost and I reported it missing with my bank. They did an investigation and first gave me the payment then made a decision to reverse charges. These are charges that I did not make during the time my card was missing. ,agosnell@purdue.edu,0
7334,"U.S. Bank representative choose to not honor the terms and conditions of a checking account promotion, saying that I do not qualify because I participated the promotion in XX/XX/XXXX. The published terms and conditions places no such restriction. The account was opened on XXXX XXXX. The terms and conditions states :  Offer is not valid if you have an existing U.S. Bank consumer checking account, had a U.S. Bank consumer checking account in the last six months, or received other U.S. Bank bonus offers in XX/XX/XXXX. '' After reviewing the published terms and conditions of the bonus, I asked 3 times to the status of my bonus and did not get an accurate response. ",flanagak@purdue.edu,1
7338,"XXXX XXXX, XXXX Complaint against Capital One Bank On XXXX XXXX, XXXX, XXXX XXXX, XXXX, XXXX XXXX, XXXX and XXXX XXXX, XXXX a person named XXXX from XXXX repeatedly called me numerous times from no reason. This person just want to harass me. He left several harassing voice mail which I did NOT answer. On XXXX XXXX, XXXX I answered this person regarding the stolen funds at Capital One bank since XXXX XXXX, XXXX and XXXX XXXX, XXXX by a theft XXXX XXXX. I clearly told this person named XXXX representing Capital One Bank to return my stolen funds including the following terms and conditions : Acct : # XXXX Date of lost funds : XXXX XXXX, XXXX  XXXX XXXX, XXXX Amount : {$79000.00} Interest Charge : 20 % based on the lost principle Late fee : {$100.00} per month Collection Cost : {$150.00} for XXXX times branch visit Time to Spend to Collect : XXXX hours at {$200.00} per hour Total {$2800.00} Pain  Suffering : XXXX I also complained to this person that my deposit was NOT safe at all. I further told him that I brought this theft matter to the US Court House and I will NOT let this theft matter go because I sent numerous times written complaints to this bank and visited at least XXXX times local branch to collect the stolen funds. However this bank totally ignore my request by stating  it is n't possible to resolve this matter through secured message channel ''. As customer, the correct channel is to contacting customer service by secured message plus I did file fraud claim with bank since XXXX XXXX. My position never change to collect this stolen funds as this bank can not release my money to a theft and stranger XXXX XXXX who was NEVER authorized on my behalf to do anything. Once again, I do NOT know XXXX XXXX. I never authorized her to do anything nor I hired her to do anything. Therefore she has NO any reason to steal funds from my account. ",jdenhar@purdue.edu,0
7343,"Checking account overdraft : was unable to deal with bank due to emergency illness, when I got out of hospital I called bank and asked for account to be closed, was told it had to be done in person or by mail and bank refused to adjust the charges. I then had someone deliver a request to close account letter and have continued to be charged fees. I am not able to go to bank at present and can not take care of this issue, but am still being charged fees. ",krohn@purdue.edu,0
7345,"I opened a account with bank of america over 8 years ago and at the time was told that i will not have any maintenance fees on my account, than in XXXX they started charging a {$12.00} maintenance fee without warning or being told that at all. when i contacted them they said it is because i did not fill the waiver requirements, which i never have, not before XXXX either. ",krohn@purdue.edu,1
7346,"Myself and my husband are charged bank fees, the bank will not reverse charges. We have been able to deposit funds that same day to cover charges / checks that went through. My husband was charged XXXX fees this month on his account, he had always made deposits that same day to prevent fees, now the associates say that was never their policy, after being on the phone for XXXX30 minutes at a time, the associate was very disrespectful and had noknowlddge of his employer ",zhan1345@purdue.edu,1
7347,"I opened up a Citigold account in late XXXX 2015 when they were offering a promotion for XXXX thankyou points. The terms of the promotion were that in order to receive those points, I would have to open the XXXX account and make 2 consecutive bill payments within 60 days, which I did. I confirmed with XXXX their customer service representatives, on two separate occasions, that I was indeed eligible for the promotion, that the promotion had been applied to my account, and that I had met the requirements for the promotion. However, just a couple days ago, I received another message from a XXXX customer service representative saying that I was ineligible for the promotion and would not be receiving those XXXX thankyou points. The Citigold account has a monthly fee of {$30.00} that has been charged to my account. I have kept the account open only because I felt that the XXXX thankyou points would be worth the monthly fee. However, now Citibank has reneged on their part of our business relationship and instead has charged me monthly fees for which I am getting nothing. ",liu1417@purdue.edu,1
7348,"Opened an account at PNC with {$300.00} new account bonus if have minimum of $ XXXX direct deposite and XXXX online payment in the first 60 days. I have met well over the minimum requirements. Spoke to multiple reps in between and was advised that I was doing the right thing, everything is set up correctly and that the only thing I need to do is wait until after 60 days for the bonus to post. After 60 days have elapsed, I contacted customer service and inquired about the bonus. I was told that I 'll receive a response within XXXX business days and customer service was not professional to follow up. I contacted customer service another XXXX times and It was not until then that I was told the direct deposit went to another checking account and hence they refused to award me my bonus. PNC lacks integrity, it 's obvious that the employees mislead and misinform customers intentionally, or they 're truly incompetent. I feel cheated. I had all my earnings with this institution, but only to find that it 's dishonesty and sly. PNC is finding any way it can to deny honoring its words. ",zhan1345@purdue.edu,1
7350,"It has been a difficult task trying to liquidate my mother 's accounts at the XXXX XXXX, PA Huntington Bank location. The personal banker and branch manager were not helpful. It took the financial advisor to arrange a meeting between himself, the branch manager, and myself. The branch manager was not prepared for the meeting and offered excuses for the behavior and lack of attention the personal banker offered. I was able to liquidate a portion of the accounts while in PA, but was faced with additional obstacles once I returned home in Texas. The financial advisor who was assigned to the accounts no longer worked for the bank and his replacement was not knowledgeable to assist and failed to forward me to his superior. Calling the corporate offices did not make a difference. It was when I reached out to the institution 's XXXX account for anyone to take action. Though I have received several calls from various people in the investment department I still have the feeling that the bank is attempting to hold the funds hostage because they would prefer to keep the funds invested in their products. It has been two months since the passing of my mother and we are still attempting to finalize the liquidation process. ",mxuan@purdue.edu,1
7352,"Chase has failed to refund my money, to appropriately investigate claims and have charged me exuberant fees. I 'd like my money back. See the communications below. In addition, they have placed me on extensive holds, drop calls, etc ... This ordeal has been going on for over 6 months. In addition, XXXX is at fault they have been systematically double billing subscription fees and when you attempt to recover they state that they can only go back a month. In addition, it appears that they are scheming on data usage as well. There is no way for the consumer to know whether they are actually getting the amount of data purported.    XXXX/XXXX/XXXX This letter was faxed to your department twice regarding Chase 's failure to appropriately process this claim, investigate and refund my money reference current claim no. XXXX I would like my funds and associated fees deposited into my account without further delay or I will begin the process of reporting these matters to the Consumer Financial Protection Agency.   XXXX XXXX XXXX XXXX/XXXX/XXXX Attention : Chase Customer Claims I spoke with XXXX XXXX and they stated that the bank should credit me back for the over charges and to contact the bank again. XXXX XXXX has been double billing my account and there are XXXX additional double billings in XX/XX/XXXX, XX/XX/XXXX and XX/XX/XXXX in the amount of XXXX each that you denied. These charges are not authorized. There is an additional {$350.00} in overdraft fees that has not been credited to my account as promised. The claim for {$75.00} filed for XXXX/XXXX/XXXX has not been processed. I would like these funds credit to my account totaling {$620.00} today XXXX/XXXX/XXXX without any further delay.   Thank you, XXXX XXXX XXXX Account Ending XXXX ",cthieme@purdue.edu,0
7353,"I was a Wells Fargo customer for over 25 years. I have always had direct deposit from my employer. On my last payday XXXX XXXX I had made a car payment of approx. {$370.00} and my Cell phone payment of {$240.00}. When I went to the bank to withdraw some money I was told that my account was being closed due to a business decision that was made by Wells Fargo and that any checks or debits would be returned by the bank. They never notified me of this either by email, phone call or a letter.  Now I have a car payment that was rejected and a cell phone disconnection and my water utility bill was returned as well. Each of the XXXX vendors are charging me a returned check charge a late fee and a reconnection fee due to their bad business decision. After 25 years of banking with them. This is unfair to me the consumer and they need to be held accountable to make my returned payments whole and send a letter of explanation to all of XXXX vendors and compensate me for their bad decision. ",cthieme@purdue.edu,1
7354,"I am attempting to close my deceased brother 's checking account.  I was told I needed to appear in one of their branches with the death certificate. I live in XXXX, the bank is centered in XXXX. I flew there and did as requested, but did not yet have testamentary letters appointing me the personal representative for the estate. The banker who helped me told me because it did not transfer to me on death I needed to come back to a branch in person with the testamentary letters when I obtained them.  I have handled both my mother 's and brother 's estates. In every other case with a financial institution there was an option to handle this remotely.  The fact that they want me to fly there again, rent a car, and visit a branch in person when I 've already done so once with the certified death certificate, and they took a copy of my government ID seems ridiculous to me.  I have the testamentary letters now, but do n't understand why there is no option to handle this without a personal visit to one of their branches. ",flanagak@purdue.edu,1
7356,"I have an account with SunTrust Bank, from which I have never ordered checks. SunTrust bank cashed XXXX forged checks out of my deposit account and then charged numerous overdraft fees from those checks and other debits from the account. I called the next day to report the counterfeit checks, but they are saying that they will take 7-10 business days to  investigate. '' These checks are obviously counterfeit. They look like they were made from a copy machine, they were from a SunTrust Bank with a PO Box , and they were signed  XXXX ''. SunTrust now refuses to release my money back to me because of their mistake while they hold onto my money for 7-10 business days. This is an absurdly long time to investigate something that is a clear case of fraud because of their lack of security. ",mcarrasc@purdue.edu,0
7363,"had a sear m/c with an int rate of 26 %, ,contact citibank for rate reduction that was granted at 4.9 %. agreement was to make payments on time and rate will be inplace until credit card is paid off..in XXXX 2016 did not rec 'd statement and contacted sear for replacement statement. recd a new statement where the rate went back to the 26 % int. request citibank to reduce rate back to 4.9 % but they refused..claiming i broke my agreement. i told them i never rec 'd statement and i had no reason to break the agreement which was significantly lower rate that the original rate they still refused saying i broke the agreement..and they refused to honor my request.   i had to use another bank credit line at a lower int rate of 12 % and a cost of {$700.00} to payoff sears acct # XXXX XXXX XXXX XXXX. ",tdeters@purdue.edu,1
7371,"This is new information regarding complaint XXXX, XXXX and XXXX. FCC has complaint XXXX, all complaints need to be reviewed due to all responses being conflicting. Google requested i contact them. the last email refereed me to the merchants instead of the bank like usual. I would like the back up from the first complaint attached to this complaint. I also have complaints against XXXX XXXX XXXX, and XXXX all companies have done this and continue to do this at the same time. This is past frustrating! Please help me!   Google asked me to Repsond to a specific email in their response said I did not respond to it please below find the false statements given by Google for these transactions. I have never received back up to actually show what was ran through the account. By Google responding like they have it shows they are not investigating what was done. I have shown that numerous times. Google is who benifited the monies taken from my account that is not a guess the merchants stated that in writing. It was their charge they bought the app rights and they received monies yet Google wants to confuse this more my sending me to who they listed to contact knowing fully that the merchants do not have the information. ",zhan1345@purdue.edu,0
7378,By mistake I made a payment to a closed credit card account. The closed account is U.S. Bank account number XXXX XXXX XXXX XXXX. The overpayment was for {$400.00}. U.S. Bank will not refund the overpayment and I have asked 5 times on the phone and twice via a letter. Three ( 3 ) months and no money. ,ahbruns@purdue.edu,0
7379,"I had an online bill payment scheduled XXXX for XXXX, over the weekend I spent my money scheduled out as PNC banking showed it as available, however XXXX they still sent that payment causing overdraft of my account. I online chatted with them and sent them a message requesting they fix this problem and issue a refund, however they declined to do either. ",dean24@purdue.edu,0
7382,"CITIBANK has not fulfill its promotion commitment for XXXX XXXX XXXX AAdvantage miles that I qualified for under promotion XXXX with my checking account ending in XXXX. As CITIBANK Client Service 's research letter confirmed, dated XXXX/XXXX/XXXX and numbered, XXXX ( copy attached ) when I claimed the miles that for the promotion.   It has been more six months since that letter and, yet, my AAdvantage Account # XXXX has not been credited with the XXXX AAdvantage miles due to me. I addition to the numbered letter confirming my qualification for the award ; on XXXX XXXX, XXXX, a CITIBANK chat agent also confirmed that my award was in process ( a copy of that is attached, also ).   Since that time, CITICANK claims they do not owe me the reward because I have since closed my account. That was not the case when I requested the awared and CITIBANK agreed in writing, that the award was due to me. CITIBANK has since closed all its Massachusetts offices, so having an account with them is impractical. I should not be punished with CITIBANK 's tardiness. ",afrances@purdue.edu,1
7384,This is RE : Wells Forgo My accounts where set up to lose money from the beginning there were never a sum in basic math of my checking accounts. When I left and went to the bank I 'm with now I could see a very big difference in how it 's to fair and safe. I was losing money for five years just in my checking accounts. Any one that could see my bank accounts it could easily be seen as I have with my new bank accounts I did not lose a XXXX from my new accounts. This is XXXX dollars over the years. I have had other accounts. A credit card which is called revolving account which I have paid off over and over again till the stilling was just out of control from my deposits many stolen as it entered my account ever month more then Enough to handle these accounts which I did for over three years before the theft. There was also another account were I signed for which I signed for a loan the larges account with Wells Forgo paid it over twice then learned it was a revolving account not what I asked for or signed they have all ready shown me a fraud letter with a signature that is mine that is Identity Theft. ,liu1417@purdue.edu,0
7389,"I have a Paypal account, reluctantly, because it is necessary to have a Paypal account to sell an item on eBay. I filed a previous complaint about this Paypal account with the CFPB because Paypal would not mail a check to me with the account balance. To retrieve my money from my Paypal account I created a special purpose bank account and linked it to the Paypal account. I was able transfer the balance of my Paypal account to my bank and withdraw the money. I sold another item on XXXX XXXX and the buyer paid for the item + the shipping by Paypal. When I printed the mailing label thru eBay, Paypal tried to debit the linked bank account {$2.00} for the shipping, even though the buyer had deposited funds for shipping in my Paypal account. I also had a credit card on file with Paypal. When I linked my bank account to Paypal I did so only to receive the funds from my Paypal account. I did not knowingly authorize Paypal to withdraw funds from my bank account and I would never do so. Paypal 's attempt to withdraw the shipping my my bank account was an unauthorized wire transfer transaction. Because there were no funds in the bank account linked to Paypal ( on purpose because I do not trust Paypal or the Paypal security ), my bank denied the debit and charged me {$32.00} for insufficient funds. ",cthieme@purdue.edu,0
7397,I opened an account with Synchrony financial and they charged a activation fee for my new account. I called about taking out a loan with them first and asked about an activation fee and the customer service gentleman said that there was no activation fees ,boyle20@purdue.edu,1
7401,"XX/XX/XXXX, I was switching auto insurance companies. I had cancelled my insurance with XXXX, however they ran an unauthorized charge on my checking account. This thus led me to incur overdraft fees. After contacting US Bank, they explained to me that they would remove the charge and fees if XXXX reversed the charge. I called XXXX XXXX and asked them to reverse the charge, they stated they were n't able to do it electronically, but could issue a check. I called US Bank to confirm this was ok, the CSR stated it was fine, I would have to deposit the check into my US Bank account. After receiving the check, I deposited it immediately and called US Bank right after. The CSR I spoke to, stated they would reimburse the fees. A month or so later, I get a letter from US Bank stating my account was closed for having a negative balance, and that it was referred to collections. I called US Bank, and the manager I spoke to, his name was XXXX, stated they could n't do anything since the account was transferred to the collections agency and that I would have to speak to them. I explained to him that the charge was unauthorized, and that the payment had been returned. Again, he stated US Bank could not help me any longer. This is irritating because I am being hit with fees for a charge I did not authorize, and now my credit is in jeopardy. ",agosnell@purdue.edu,0
7408,"I am putting in this complaint on behalf of my nephew, XXXX XXXX. The complaint is against First Bank. He was XXXX years old and a XXXX when he opened the account in 2014. I went with him to the bank and made sure that he had opted out of the Bank paying for anything if he had no funds in his account. He had borrowed some money from another financial institution and they were withdrawing monthly payments out of his account. He lost his job and his account dwindled to XXXX. It was our understanding that he was ok as far as the bank was concerned since we had told them not to pay for anything if there was no money in the account. However, the bank has built up an amount of almost {$250.00} that they say were charges for refusing transactions to the financial institution that XXXX owed some money to. This is fraud of the highest order. We were never informed that the bank would charge for refusing transactions also. We went in to the bank a couple of times and were told that we needed to come back with {$250.00} in hand. We were also given illogical explanations for why it was alright for the bank to charge XXXX for refused transactions. This was very disrespectful.  We request that all charges be dropped immediately and the bank apologize for making this entire situation so stressful and disrespectful. ",mxuan@purdue.edu,1
7410,"I enrolled in a Citibank checking account in XXXX 2016 using a promotional code that offered me XXXX XXXX XXXX miles upon opening a certain type of checking account and completing specific spending and payment requirements. Over the last several months, I have completed the requirements in the specified time period and have also received multiple confirmations from Citibank that I was both eligible for the promotion and that I would receive the promotional airline miles.   The miles were confirmed to be credited to my XXXX XXXX account within a few days of my statement ending in XXXX. When I reached out to Citibank this week to ensure delivery of these miles, they disputed my eligibility.   I have attached several pieces of correspondence with Citibank confirming I was eligible and would receive the promotional miles.   Given I was told by Citibank that I was eligible and would receive these miles, I feel the marketing of this promotion was highly misleading.   I would greatly appreciate the CFPB 's help in resolving this matter with Citibank.   Thank you, XXXX XXXX ",mxuan@purdue.edu,1
7412,"I signed up for Citibank 's Citigold account via a promotional code ( XXXX ) in XXXX 2015. The promotion was to to earn XXXX XXXX XXXX AAdvantage miles. Earlier this year, I met all the requirements. However, the XXXX miles still have not been deposited into my account. I spoke with and messaged Citibank multiple times over the course of the past few months ( both by phone and via online chat ). Every time, they told me that the promotion code was good, confirmed that I was eligible and that I had met all the requirements ( and that I had completed those requirements before the deadline ). Unfortunately, they are now refusing to honor the promotion and will not give me the XXXX miles. They just sent me a letter stating that I was not  targeted '' for this offer and so they will not honor it because only  targeted '' clients are eligible and that because I was n't supposedly  targeted '', that means I  will not qualify for this promotion ''. However, they told me no such thing when I applied, nor at any point during my numerous conversations with them. In fact, they kept reiterating that I was eligible and that I had qualified by meeting all the stated requirements. Please help. ",tdeters@purdue.edu,1
7418,"After seeing a debit card transaction on our account that I did not recognize, I researched as much as possible by contacting the company in question several times. They had no information as to why we would be billed as we were n't even in their system. I also checked with our insurance company which did not have any such billing through them. We never received a statement from our insurance company pertaining to this transaction nor had we done business with this particular company. I contacted via phone HSA Bank and spoke with XXXX. She canceled the card and emailed a transaction dispute form for me to submit. I submitted the form on XXXX/XXXX/16 per instructions on the form. It was received by their agent on XXXX/XXXX/16 per USPS tracking. On XXXX/XXXX/16 I spoke with XXXX who said there was no record of receiving it. On XXXX/XXXX/16 having no reimbursement into our account nor hearing from HSA Bank, I again contacted and spoke with XXXX, who told me there was nothing they could do as they only send out the forms. The supervisor refused to speak with me but suggested through XXXX that I send a letter or fax. On XXXX/XXXX/16 I faxed a letter along with proof I sent and they received the form. I have yet to get a response. On XXXX/XXXX/16 I called one last time and spoke with XXXX XXXX who said to email her my proof and she would forward it to the appropriate dept. I have yet to hear anything from anyone at HSA Bank and have not received reimbursement to our account per their on own protocol ... within 10 days. As an added note, the dispute form instructions plainly state that if I have any questions to call the number on the back of debit card ... THEY 'RE the ones who keep telling me they ca n't help me! ",agosnell@purdue.edu,0
7423,"Citibank, through their Citigold Interest Checking Account has failed to meet their end of a promotion which I signed up for their account with. I signed up with offer code XXXX and the offer was for XXXX AAdvantage bonus miles after 1 bill payment for 2 months and {$1000.00} in purchases through my debit card within 60 days. I confirmed this information in a secure message on XX/XX/2015. They confirmed that the offer was active and took my frequent flyer information. I met those requirements shortly after, which I also confirmed with Citibank through messages. Citibank notified me that, as per terms of the promotion terms, the miles would post with 90 days. Well past 90 days, in XX/XX/XXXX, I still had not received the miles deposited into my account, despite having completed the promotion terms in XX/XX/XXXX. The customer service representative launched an investigation and sent me a secure PDF that found after an investigation that I WAS indeed owed miles still. This letter states I will receive my miles within 10 business days. That was on XX/XX/XXXX. My miles STILL have not posted to my account. I have been in contact with Citi, who tell me they will post the next day, but never do, or that they will look into it and call me back and they never do.   It is clear that Citibank is aware that I am owed XXXX XXXX XXXX miles, have confirmed this through investigation, I have multiple messages and have talked to multiple representatives on phone and chat and yet they seemingly have no intention of crediting them to my account. Every avenue I have explored through Citi says that yes I am owed the miles, yes I met the promotion terms and then they give me deadlines they never meet or intend to meet. ",zhan1345@purdue.edu,1
7424,"On the morning of XXXX/XXXX/15 I woke up, went downstairs to get something out of my car and it was gone. In a panic I called my Auto loan leasing company. They informed me that my car had been repossessed. I had set up automatic payments, so I was confused as to why they took my car. After some back and forth with the Auto loan company it came out that my monthly payments were being stopped and returned by my bank. As a result many months of payments that SHOULD have been payed were returned, and my car was repossessed. I now owe appox. {$2500.00} ( That I do NOT have ) of late payments and fees, in order to get my car back. I called my bank and was told that due to a stop payment I made on XXXX payment back on XXXX/XXXX/2015 that ALL subsequent payments were being rejected. When I asked them why, they said it was policy. I told them thats NOT what I wanted, nor was it what I requested when I asked for that XXXX payment to be stopped or when I was charged the {$30.00} fee to stop it. Then the VERY RUDE manager  XXXX '' that I spoke to basically told me tough luck, that its not their problem and an I 'm XXXX for not noticing sooner. He also told old me that I should have called them to Unstop the stopped payment. I asked him repeatedly why they would have a policy like that. He was unable to give me answer. Now I have to pay for a rental car, while i try to figure out how on earth I 'm going to come up with {$2500.00} of money I really really do n't have to get my car back or it will be sold at auction, and I will have nothing. I also now have a repossession on my credit report. ",boyle20@purdue.edu,1
7425,"There is an old student loan that I have been paying on my son 's behalf for many years, the monthly payment on this loan is authorized to be debited from my checking account for credit to his student loan account with Navient. My son went back to school to finish his degree 2 years ago, and again borrowed money through the XXXX program to finance his last semester of college. At some point, the SECOND loan became past due, and my son thought he had worked out an acceptable payment plan that would n't burden him financially.  Imagine my shock when I opened my bank statement this afternoon to find an UNAUTHORIZED ACH debit entry on my checking account for {$730.00}! Apparently, someone at Navient queried my son 's name/SSN found MY bank account information and initiated the payment WITHOUT authorization or notice of any kind. ",mxuan@purdue.edu,1
